Professor,Average Rating,Mode Rating,Department,Would Take Again,Level of Difficulty,Num Ratings,School
a87540a5,3.8,3.8,English,50%,4.4,16,UCLA
2ca6057a,4.9,4.9,English,100%,3.2,5,UCLA
7dad0006,1.0,1.0,Mathematics,0%,5,3,UCLA
c6c1b860,2.3,2.3,Anthropology,50%,3.3,12,UCLA
c53075ec,5.0,5.0,Anthropology,100%,3,2,UCLA
d4c1095f,2.0,2.0,Music,0%,5,1,UCLA
8c67f6a8,3.5,3.5,Urban Planning,50%,3.3,3,UCLA
9c3beafe,1.0,1.0,Chemistry,0%,5,2,UCLA
25263f06,1.8,1.8,Chemistry,0%,3.7,6,UCLA
7b318620,2.5,2.5,Biology,25%,3.8,4,UCLA
3107d996,4.9,4.9,Architecture,100%,2.5,4,UCLA
dac323f4,5.0,5.0,Art History,100%,3,1,UCLA
e6579967,5.0,5.0,Communication,100%,2,1,UCLA
5093c1b1,4.0,4.0,History,0%,5,1,UCLA
b7b1cb9d,4.3,4.3,History,100%,2.5,15,UCLA
03a0afb7,1.0,1.0,Film,0%,5,2,UCLA
a1a7fab7,4.7,4.7,Physics,100%,4.1,12,UCLA
8fc08afa,1.0,1.0,Linguistics,0%,4,1,UCLA
70cc9bda,5.0,5.0,Psychology,100%,3,1,UCLA
be07d09e,5.0,5.0,Engineering,100%,2.6,7,UCLA
27ea4505,3.1,3.1,Political Science,50%,4.4,7,UCLA
fb48e184,5.0,5.0,Political Science,100%,2,2,UCLA
7f2f4acd,5.0,5.0,Humanities,100%,2.8,13,UCLA
3e8b455b,4.9,4.9,Mathematics,100%,2.5,4,UCLA
294019e3,3.9,3.9,Biology,75%,3.5,13,UCLA
59b6e41e,3.0,3.0,English,50%,3.5,2,UCLA
8ce61688,3.8,3.8,Geography,100%,3.5,4,UCLA
400c7223,1.0,1.0,Sociology,0%,5,3,UCLA
ac04fb4e,3.0,3.0,English,50%,2.5,2,UCLA
cb95c68a,4.8,4.8,Medicine,94%,3.7,16,UCLA
343e4e77,2.8,2.8,Social Science,40%,3.7,10,UCLA
416fd35d,4.5,4.5,Physics & Astronomy,100%,3,2,UCLA
726de0f4,2.9,2.9,Chemistry,50%,3.4,42,UCLA
060ddfcf,5.0,5.0,Philosophy,100%,2.5,2,UCLA
2ef460a8,5.0,5.0,Music,100%,4,1,UCLA
aa54a868,3.4,3.4,Earth & Space Science,0%,3,7,UCLA
93121312,2.4,2.4,Chemistry,37%,2.6,33,UCLA
d9e581de,1.0,1.0,Geography,0%,1.5,2,UCLA
caaafa0c,5.0,5.0,Physics & Astronomy,100%,2,1,UCLA
64b5f579,4.1,4.1,Chicano Studies,50%,4,10,UCLA
f589a769,4.9,4.9,Physics,100%,2.5,47,UCLA
6a6feb1c,5.0,5.0,Sociology,100%,1,1,UCLA
d20322d4,1.5,1.5,Sociology,0%,4.3,6,UCLA
2343a4b3,4.1,4.1,Geography,0%,2.3,7,UCLA
22bae694,3.5,3.5,History,100%,3.5,2,UCLA
692c3e8a,4.5,4.5,Ecology & Evolutionary Biology,100%,3,2,UCLA
11e31a4c,4.0,4.0,Sociology,100%,3.7,3,UCLA
03e392b2,5.0,5.0,Life Science,100%,3,1,UCLA
5b3f9127,4.0,4.0,Art History,100%,3,2,UCLA
4cff4139,3.2,3.2,Psychology,100%,3.2,6,UCLA
d99d5cf2,4.3,4.3,History,100%,2.8,12,UCLA
66456eb7,3.0,3.0,Biology,67%,3,3,UCLA
f4899483,4.0,4.0,Nursing,100%,3,1,UCLA
d244934f,4.7,4.7,Philosophy,100%,4.3,3,UCLA
438d9229,2.9,2.9,Fine Arts,0%,3.1,7,UCLA
2a776a43,4.5,4.5,Public Affairs,100%,3.3,3,UCLA
6dcc4972,2.2,2.2,Law,100%,3.7,12,UCLA
4008a19c,3.5,3.5,Anthropology,50%,2.5,2,UCLA
e7cb2abf,1.9,1.9,Psychology,34%,4.4,5,UCLA
99a90cc9,2.9,2.9,English,0%,3.7,7,UCLA
f77341e4,4.8,4.8,Chemistry,100%,2,4,UCLA
7685b8ea,4.7,4.7,Geography,100%,2.6,19,UCLA
342bdee3,5.0,5.0,International Studies,100%,4,2,UCLA
01bd451c,3.0,3.0,Mathematics,67%,4.3,3,UCLA
77483980,3.7,3.7,Psychology,100%,4.7,3,UCLA
c98a793d,4.7,4.7,African-American Studies,100%,2.7,36,UCLA
661512e0,2.0,2.0,Linguistics,0%,4.5,4,UCLA
c5213bad,4.0,4.0,Anthropology,100%,3.3,4,UCLA
5391ad95,1.0,1.0,Statistics,0%,3,1,UCLA
d3e0d880,4.5,4.5,Music,100%,2.5,2,UCLA
1a4fd181,4.8,4.8,English,100%,2.9,22,UCLA
eeb53f08,3.8,3.8,English,100%,2.9,7,UCLA
b9831c1d,3.2,3.2,Geography,0%,3.5,8,UCLA
4ad326bd,3.8,3.8,Mathematics,100%,4,4,UCLA
c994713b,5.0,5.0,Women's Studies,100%,2,1,UCLA
9cbe03b2,2.8,2.8,Political Science,0%,4.8,8,UCLA
0a01b88f,4.3,4.3,Physics,50%,2.8,5,UCLA
265db6ef,5.0,5.0,Criminal Justice,100%,1.3,3,UCLA
7d92d062,2.5,2.5,Sociology,50%,4.5,2,UCLA
fc5716e5,5.0,5.0,Mathematics,100%,3,1,UCLA
e3f4ec7b,4.8,4.8,History,100%,2.9,7,UCLA
cc8c6d67,2.7,2.7,Computer Science,20%,4.6,8,UCLA
d65d921c,4.0,4.0,Business,100%,4,3,UCLA
6a63fead,5.0,5.0,English,100%,2,2,UCLA
fdd9b6f8,5.0,5.0,Philosophy,100%,3,3,UCLA
1578f221,5.0,5.0,Communication,100%,3,1,UCLA
e0bd85b0,5.0,5.0,History,100%,2,2,UCLA
2bfa5da2,3.5,3.5,Chemistry,0%,4,8,UCLA
7c7fa361,5.0,5.0,Computer Science,100%,2.4,32,UCLA
f88f6725,5.0,5.0,Political Science,100%,3,1,UCLA
1724ae02,2.9,2.9,Psychology,0%,3.7,12,UCLA
5d0a2134,4.0,4.0,English,0%,2.3,7,UCLA
83aa9e59,3.8,3.8,Anthropology,0%,3.3,6,UCLA
cf912112,3.9,3.9,Islamic Studies,0%,2.5,4,UCLA
42b33f34,4.8,4.8,History,100%,3.3,24,UCLA
16aacb53,5.0,5.0,Anthropology,100%,3,1,UCLA
fcdb6773,2.7,2.7,Linguistics,50%,3.9,8,UCLA
8d03fd4a,2.9,2.9,English,50%,3.8,21,UCLA
e1f7d9a5,5.0,5.0,Sociology,100%,3.5,11,UCLA
1a22f1bd,3.5,3.5,Communication,0%,4,2,UCLA
ddf381f9,3.7,3.7,Classics,0%,3.7,3,UCLA
5d29b5e9,2.0,2.0,Chicano Studies,0%,3.5,2,UCLA
49be1c68,3.0,3.0,Psychology,34%,3,3,UCLA
42b76db3,3.5,3.5,Music,100%,1,3,UCLA
b77495dc,1.0,1.0,Music,0%,5,1,UCLA
f982199c,4.3,4.3,Psychology,100%,3.7,6,UCLA
6ae24f84,5.0,5.0,Medicine,100%,4,1,UCLA
b483a81d,5.0,5.0,Statistics,100%,3,1,UCLA
b0366c51,2.8,2.8,Engineering,34%,3.8,4,UCLA
dd15cc1f,4.7,4.7,Geography,100%,2.5,6,UCLA
591022d3,3.5,3.5,Sociology,50%,4.5,2,UCLA
f585a3ec,1.0,1.0,Anthropology,0%,5,3,UCLA
63b1a618,5.0,5.0,Film,100%,2.3,4,UCLA
6f9b0e0d,2.7,2.7,Nursing,100%,4,3,UCLA
0be8dbd3,2.0,2.0,History,0%,3,1,UCLA
4f488554,4.0,4.0,Psychology,75%,3.5,4,UCLA
b829f85a,4.7,4.7,Philosophy,100%,2,7,UCLA
0421d2bf,2.5,2.5,Economics,50%,3,2,UCLA
a7db2792,1.0,1.0,Asian Studies,0%,5,1,UCLA
98c0cae8,3.5,3.5,Art History,0%,3.1,9,UCLA
036aca63,4.4,4.4,Geography,100%,3.1,11,UCLA
8366a7d4,3.3,3.3,English,100%,3.7,17,UCLA
5e35c1f1,5.0,5.0,Social Science,100%,2,2,UCLA
330d1fc2,5.0,5.0,Humanities,100%,4,1,UCLA
5b5c656a,3.8,3.8,Humanities,100%,4,2,UCLA
34b893e0,5.0,5.0,Political Science,100%,3,2,UCLA
e0eb09a6,4.1,4.1,Art History,100%,3.9,7,UCLA
98813751,1.0,1.0,Mechanical Engineering,0%,5,1,UCLA
bb666b0f,5.0,5.0,Languages,100%,2,1,UCLA
d4c74e60,4.2,4.2,Political Science,100%,2.7,3,UCLA
b4a85c58,4.3,4.3,Mathematics,100%,3.4,14,UCLA
3765d3d9,4.9,4.9,Political Science,100%,4,5,UCLA
a52cf4fc,5.0,5.0,Theater,100%,1,1,UCLA
cf73198f,5.0,5.0,Accounting,100%,2.3,3,UCLA
d3d68f37,1.0,1.0,Mathematics,0%,1,1,UCLA
ce2fb5bd,2.5,2.5,Mathematics,0%,3.3,4,UCLA
9570a683,5.0,5.0,Business,100%,3,1,UCLA
efc79312,5.0,5.0,Sociology,100%,2,1,UCLA
ccb6a4d4,4.0,4.0,Theater,100%,1,1,UCLA
29c8d600,5.0,5.0,Spanish & Portuguese,100%,3,2,UCLA
00706a62,3.0,3.0,Biochem. amp Molecular Biology,0%,3,1,UCLA
d58440ee,4.5,4.5,Information Science,100%,1.3,6,UCLA
b187473b,4.8,4.8,English,100%,2.9,8,UCLA
9c76bbaf,5.0,5.0,Political Science,100%,2.5,2,UCLA
babc0218,4.8,4.8,Biology,100%,4,4,UCLA
5d4c8250,5.0,5.0,English,100%,3.7,3,UCLA
7b81e53e,5.0,5.0,Not Specified,100%,3,2,UCLA
624578a2,2.4,2.4,Chemistry,0%,4.5,11,UCLA
622aa3fc,1.0,1.0,Management,0%,3,1,UCLA
f23b73b3,5.0,5.0,Music,100%,1,1,UCLA
9968859e,2.0,2.0,Mathematics,0%,2,1,UCLA
07b7c297,3.0,3.0,Mathematics,100%,3,1,UCLA
128c0299,4.0,4.0,Mathematics,100%,4,1,UCLA
8cbcd765,5.0,5.0,Psychology,100%,4,1,UCLA
743b3c4d,4.0,4.0,Law,100%,3.3,4,UCLA
e3714094,4.5,4.5,History,100%,2.5,2,UCLA
ae194d60,4.0,4.0,Accounting,80%,2.7,15,UCLA
e9722e9a,1.5,1.5,Languages,0%,4,3,UCLA
793b3621,3.2,3.2,Art History,50%,3.8,11,UCLA
56b3e2f5,5.0,5.0,Political Science,100%,3,1,UCLA
1817a72c,4.8,4.8,Music,100%,3,2,UCLA
f48ab4ff,5.0,5.0,Medicine,100%,4,1,UCLA
0eba33bf,4.7,4.7,Anthropology,100%,2.8,8,UCLA
f911362b,3.8,3.8,Social Work,0%,2,5,UCLA
79c909ec,3.7,3.7,Film,0%,1.8,24,UCLA
28508c01,3.0,3.0,Linguistics,50%,4.5,2,UCLA
b3a76699,5.0,5.0,Art History,100%,3,1,UCLA
2ad724bb,1.0,1.0,Engineering,0%,1,2,UCLA
8a36582d,1.0,1.0,Mechanical Engineering,0%,5,1,UCLA
5951c8e1,4.7,4.7,History,100%,3.6,10,UCLA
ee17bd7a,5.0,5.0,Film,100%,1,1,UCLA
c33be9c8,3.8,3.8,Biology,100%,3.5,28,UCLA
ab580991,4.2,4.2,Mathematics,78%,2.8,21,UCLA
09bc2904,5.0,5.0,Physical Education,100%,1,1,UCLA
01a1309c,1.0,1.0,Geography,0%,5,1,UCLA
21fe6d24,4.6,4.6,History,100%,4.1,8,UCLA
33841349,4.0,4.0,Languages,100%,1,1,UCLA
cac3a0b3,5.0,5.0,Physics & Astronomy,100%,4,1,UCLA
43b57725,4.1,4.1,Classics,100%,3.3,6,UCLA
94f96b59,3.8,3.8,Political Science,0%,3,4,UCLA
0db422c4,3.8,3.8,Geography,75%,3,4,UCLA
5740d641,5.0,5.0,Computer Science,100%,4,1,UCLA
bd56f1d1,4.4,4.4,Mathematics,86%,3.4,14,UCLA
c4c1215c,3.6,3.6,Science,50%,3.1,7,UCLA
b85e204d,1.9,1.9,Law,0%,4.5,6,UCLA
4349ab12,2.0,2.0,Music,100%,3.9,8,UCLA
1a69d00c,4.9,4.9,Women's Studies,100%,4.8,10,UCLA
ff9a65cd,2.0,2.0,Anthropology,0%,4.7,3,UCLA
7b6e6046,5.0,5.0,Theater,100%,3.5,2,UCLA
398ac0e9,1.0,1.0,Psychology,0%,4.5,2,UCLA
205ad975,1.0,1.0,Political Science,0%,4,1,UCLA
06ffc369,3.0,3.0,Political Science,25%,4.2,9,UCLA
32b443b7,4.0,4.0,English,100%,3.4,9,UCLA
cad97fa7,2.6,2.6,History,50%,3.9,8,UCLA
4b297261,3.2,3.2,History,0%,3.8,5,UCLA
38f16d93,4.0,4.0,History,67%,4,3,UCLA
6ae13854,4.0,4.0,Ethnic Studies,100%,4,2,UCLA
295e5c23,4.5,4.5,Art History,100%,3,2,UCLA
4633e6ab,4.8,4.8,History,100%,1.8,6,UCLA
a6d3633a,5.0,5.0,Film,100%,3.5,2,UCLA
d1723416,3.3,3.3,Political Science,67%,3.7,3,UCLA
5431d8d1,3.1,3.1,Political Science,0%,3,5,UCLA
ca62cf85,5.0,5.0,Linguistics,100%,3,1,UCLA
a2a7446f,4.8,4.8,Accounting,100%,2.5,6,UCLA
3fdfd85a,5.0,5.0,Law,100%,4,1,UCLA
d908379b,3.6,3.6,Psychology,50%,3.9,11,UCLA
c7cd5243,5.0,5.0,Music,100%,3,2,UCLA
5274ef50,2.4,2.4,Psychology,0%,3.5,10,UCLA
25387f97,2.0,2.0,Geography,0%,4,1,UCLA
0896608a,1.0,1.0,Engineering,0%,1,1,UCLA
a0d68f85,1.6,1.6,Music,0%,3.7,3,UCLA
2c3da190,1.0,1.0,Theater,0%,3,3,UCLA
1e98075f,5.0,5.0,Chemistry,100%,4,1,UCLA
3ae8ee37,2.7,2.7,Mathematics,0%,4.1,11,UCLA
4585a605,5.0,5.0,Sociology,100%,5,1,UCLA
cf91cadf,1.0,1.0,Engineering,0%,4,1,UCLA
34c66913,3.3,3.3,Anthropology,100%,2.6,8,UCLA
6bdb18e1,2.9,2.9,Anthropology,100%,3,3,UCLA
ffe20311,4.2,4.2,Philosophy,100%,3.2,25,UCLA
4847ea55,4.7,4.7,Philosophy,100%,4.1,7,UCLA
251e3583,4.3,4.3,Philosophy,100%,4,5,UCLA
44b8c706,3.5,3.5,English,100%,2.8,4,UCLA
e5572b0b,3.7,3.7,Accounting,67%,4,45,UCLA
56c6229a,2.3,2.3,Geography,0%,4,2,UCLA
fecd2559,1.0,1.0,Psychology,0%,3,1,UCLA
76a4c7a6,3.6,3.6,Music,100%,3.3,4,UCLA
8f6b99f4,5.0,5.0,Public Affairs,100%,3,1,UCLA
8c3f8611,3.1,3.1,Nursing,100%,3.4,5,UCLA
1deec907,1.0,1.0,Public Affairs,0%,4,2,UCLA
de0f4f29,5.0,5.0,Mathematics,100%,5,1,UCLA
9a8db6da,1.0,1.0,Sociology,0%,5,2,UCLA
377a9b08,2.0,2.0,Anthropology,0%,4.5,2,UCLA
2daa7e54,3.3,3.3,English,0%,4,2,UCLA
a7196bbb,2.0,2.0,English,0%,2,1,UCLA
1f553911,1.0,1.0,Psychology,0%,4,1,UCLA
7f7e790b,4.4,4.4,English,80%,2.6,5,UCLA
9ab429de,2.5,2.5,Mathematics,50%,4.6,19,UCLA
b4d616a0,5.0,5.0,Physics,100%,4,1,UCLA
f1e569f3,4.0,4.0,Chemistry,80%,4,5,UCLA
c5456f04,3.6,3.6,Communication Studies,50%,3.5,4,UCLA
9c3acda1,1.0,1.0,Communication,0%,4,2,UCLA
4255fd41,2.0,2.0,Mathematics,100%,5,4,UCLA
8eafa5a7,3.1,3.1,Philosophy,0%,4.2,10,UCLA
5c7afe88,4.7,4.7,Psychology,100%,2,5,UCLA
2c150c03,3.3,3.3,Anthropology,100%,4,2,UCLA
0a416d4f,3.3,3.3,Anthropology,100%,2.3,3,UCLA
a5d4017e,3.3,3.3,Anthropology,0%,2,3,UCLA
59baad88,1.0,1.0,Art History,0%,4,1,UCLA
f1d66ebf,4.8,4.8,Linguistics,100%,2.5,2,UCLA
8208fb18,4.5,4.5,Geology,100%,2.8,18,UCLA
ae182f02,5.0,5.0,Engineering,100%,2,1,UCLA
26c76bf2,3.7,3.7,Political Science,0%,4,8,UCLA
00b1ea1b,5.0,5.0,Architecture,100%,2,1,UCLA
e221708a,1.1,1.1,Law,0%,3.5,4,UCLA
50249f8e,5.0,5.0,Information Studies,100%,4,2,UCLA
4ac29bf2,4.5,4.5,Sociology,100%,3.5,2,UCLA
8d2e7b4d,5.0,5.0,Music,100%,2,2,UCLA
08b17bed,5.0,5.0,Languages,100%,2.5,2,UCLA
638c8b43,4.3,4.3,Psychology,0%,3,5,UCLA
5e565d05,4.8,4.8,Geography,100%,2.8,6,UCLA
72ade064,4.7,4.7,Life Science,100%,2.9,39,UCLA
b67f37eb,3.1,3.1,Chemistry,67%,3.7,26,UCLA
ec77f0f6,1.0,1.0,Film,0%,5,1,UCLA
9cd4b195,5.0,5.0,Statistics,100%,3,1,UCLA
5a783421,1.0,1.0,Film,0%,4,1,UCLA
ece2ef00,3.0,3.0,Sociology,0%,4,1,UCLA
7fd2a4ec,5.0,5.0,Philosophy,100%,2.3,3,UCLA
1e973cbd,4.3,4.3,Law,100%,3.2,4,UCLA
3701facf,3.4,3.4,Philosophy,0%,3,4,UCLA
d9c8b409,5.0,5.0,Biology,100%,4,1,UCLA
09db3ec5,4.0,4.0,Theater,0%,5,1,UCLA
b97303b9,4.5,4.5,English,100%,3.2,11,UCLA
4418d1d2,3.3,3.3,Ethnic Studies,60%,3.7,7,UCLA
dda2d3b5,2.8,2.8,Chemistry,58%,4.4,20,UCLA
c996dc99,2.1,2.1,Engineering,100%,3,4,UCLA
09c83bf3,5.0,5.0,History,100%,3,1,UCLA
20ff6ac3,4.1,4.1,Sociology,50%,3.7,8,UCLA
c3b35102,4.2,4.2,Sociology,100%,3.3,6,UCLA
ebcd43ef,1.0,1.0,Mathematics,0%,4,1,UCLA
9fa09479,3.5,3.5,Law,100%,3.8,9,UCLA
6969784c,1.0,1.0,Music,0%,1,1,UCLA
b2c853ad,4.2,4.2,Music,100%,2.2,6,UCLA
0d987f30,2.8,2.8,World Arts & Cultures,100%,3.8,4,UCLA
64747745,4.7,4.7,Writing,100%,2.9,10,UCLA
dad8fd1a,4.8,4.8,Political Science,100%,2.9,7,UCLA
8bbaca0f,3.8,3.8,Comparative Literature,100%,3,8,UCLA
2a87fed4,2.0,2.0,Political Science,29%,4.4,7,UCLA
469e47bc,4.0,4.0,Sociology,50%,3,2,UCLA
0a9a3cd3,4.0,4.0,Mathematics,100%,3,1,UCLA
0cfd6803,2.8,2.8,Film,100%,1.7,3,UCLA
aaf8d501,5.0,5.0,Anthropology,100%,3,1,UCLA
143d5663,4.2,4.2,English,100%,3.6,5,UCLA
d290fee5,5.0,5.0,Acad,100%,5,1,UCLA
c0a3915c,4.0,4.0,History,100%,2,1,UCLA
01f21ce0,3.1,3.1,Accounting,50%,4.1,8,UCLA
15f87fe1,4.0,4.0,Music,100%,2.5,2,UCLA
d23ef00f,4.5,4.5,Management,100%,4,2,UCLA
58e55126,5.0,5.0,Mathematics,100%,2,1,UCLA
dd063254,4.3,4.3,Geography,0%,2,8,UCLA
fd113d7e,4.0,4.0,Public Affairs,100%,3,1,UCLA
514c3b21,3.0,3.0,Public Affairs,100%,3,1,UCLA
421de2dd,3.0,3.0,Public Affairs,100%,3,1,UCLA
4bc159c7,5.0,5.0,Languages,100%,1,1,UCLA
df5393dc,5.0,5.0,Political Science,100%,3,1,UCLA
5b53c907,1.7,1.7,Computer Science,100%,4.7,3,UCLA
eb09310b,4.0,4.0,Computer Science,100%,4,2,UCLA
7b4059de,4.9,4.9,Political Science,100%,2.3,6,UCLA
ce19b47a,2.0,2.0,Sociology,0%,5,1,UCLA
32f1252c,4.0,4.0,Music,100%,3,1,UCLA
1917a153,4.6,4.6,Fine Arts,100%,2.3,7,UCLA
dbd309bd,3.5,3.5,Anthropology,0%,3,8,UCLA
dd649f5f,4.0,4.0,Education,100%,3.5,2,UCLA
6e5b0d16,5.0,5.0,Business,100%,3,2,UCLA
aa38c3f6,4.2,4.2,Anthropology,80%,4,5,UCLA
ff6050bc,4.5,4.5,History,100%,2.3,3,UCLA
b4c2d353,5.0,5.0,Acad,100%,2,1,UCLA
80231062,5.0,5.0,English,100%,4,1,UCLA
12b0f104,5.0,5.0,Physics amp Astronomy,100%,3,1,UCLA
4eaf2d19,3.5,3.5,Chemistry,0%,3,2,UCLA
07862303,5.0,5.0,Mechanical Engineering,100%,4,2,UCLA
387d0272,5.0,5.0,Economics,100%,5,1,UCLA
cbd145bd,4.6,4.6,English,100%,3,10,UCLA
1377f5a4,3.5,3.5,Psychology,0%,4.1,8,UCLA
1573814b,5.0,5.0,Philosophy,100%,2.5,2,UCLA
5d63e640,4.8,4.8,Mechanical Engineering,100%,3.5,2,UCLA
105c391c,4.8,4.8,Physics,100%,2,2,UCLA
de04b755,5.0,5.0,Management,100%,2,2,UCLA
23601e07,4.8,4.8,Anthropology,100%,4.3,25,UCLA
7b0b4842,5.0,5.0,Chemistry,100%,4,1,UCLA
1620ac0a,3.8,3.8,History,0%,2.4,7,UCLA
0d201f82,3.7,3.7,Mathematics,47%,3.1,417,UC Irvine
d44ad05a,3.6,3.6,Mathematics,56%,3.5,274,UC Irvine
aaab5b09,4.2,4.2,Political Science,70%,3.8,152,UC Irvine
738c90b5,4.4,4.4,Earth Science,81%,3.1,146,UC Irvine
90b0e126,2.5,2.5,Biology,39%,3.4,145,UC Irvine
090c1add,2.1,2.1,Physics,25%,4.2,123,UC Irvine
85e1e54c,1.9,1.9,Mathematics,25%,4.2,120,UC Irvine
32bc0e6f,3.2,3.2,English,46%,3.6,80,UC Irvine
e0228dc8,3.8,3.8,Psychology,49%,4.3,73,UC Irvine
8d74177b,4.6,4.6,International Studies,94%,1.5,61,UC Irvine
32e16e30,3.6,3.6,Psychology,87%,4.1,54,UC Irvine
97bf7bac,2.0,2.0,Writing,19%,4,52,UC Irvine
4a0a50ab,2.8,2.8,Biology,41%,3.6,47,UC Irvine
2a740f74,2.5,2.5,Psychology,12%,3.7,44,UC Irvine
8b363f42,1.9,1.9,Physics,5%,3.6,43,UC Irvine
04336ff1,3.4,3.4,Psychology & Social Behavior,58%,3.3,42,UC Irvine
eafa8222,4.1,4.1,Psychology & Social Behavior,83%,2.8,40,UC Irvine
b26b4c17,3.0,3.0,Economics,30%,3.7,38,UC Irvine
c799c584,4.7,4.7,Education,92%,1.9,35,UC Irvine
d775362a,4.9,4.9,Languages,100%,2.7,34,UC Irvine
a600dc87,3.0,3.0,History,78%,2.4,32,UC Irvine
c050e261,3.9,3.9,Psychology,82%,2.7,30,UC Irvine
89b2de6b,2.2,2.2,"Criminology, Law & Society",30%,3.4,30,UC Irvine
34dffe1f,3.8,3.8,Psychiatry & Human Behavior,67%,2.1,27,UC Irvine
fc20bc67,3.2,3.2,Earth Science,67%,3.5,26,UC Irvine
eb81d0db,3.4,3.4,Biological Sciences,64%,3,25,UC Irvine
a4346b0b,3.2,3.2,History,28%,2.7,23,UC Irvine
d987b647,2.4,2.4,Computer Science,39%,3.3,21,UC Irvine
cfb164b5,4.1,4.1,Writing,67%,2.7,21,UC Irvine
79dec2db,4.6,4.6,Logic & Philosophy,95%,2.5,19,UC Irvine
a1a34c0c,3.0,3.0,Anthropology,59%,2.3,17,UC Irvine
74a8cc72,3.7,3.7,English,57%,2.6,16,UC Irvine
38bfb48a,3.7,3.7,Political Science,74%,1.9,15,UC Irvine
46bb49e8,3.9,3.9,History,88%,1.5,15,UC Irvine
23bdf950,4.1,4.1,Biological Sciences,34%,2.3,15,UC Irvine
4d322795,3.3,3.3,English,50%,3.3,14,UC Irvine
e3bd40a2,3.3,3.3,English,55%,2.4,11,UC Irvine
eeb9470a,4.2,4.2,Urban Planning,90%,1.5,10,UC Irvine
a1a26768,3.3,3.3,Political Science,40%,2.7,10,UC Irvine
425e1431,2.3,2.3,Physics & Astronomy,40%,4.2,10,UC Irvine
73ba7382,4.7,4.7,Writing,90%,2.4,10,UC Irvine
88bdf891,3.7,3.7,Global Studies,58%,2.7,7,UC Irvine
ea79fe94,2.8,2.8,Accounting,50%,3.3,6,UC Irvine
632aeb45,1.8,1.8,Chemistry,9%,4.2,429,UC Irvine
f582e840,2.9,2.9,Statistics,46%,3.4,247,UC Irvine
21a51fdd,3.2,3.2,Environmental Science,40%,2.2,138,UC Irvine
168780b3,4.1,4.1,Psychology Social Behavior,72%,3.4,102,UC Irvine
9787917e,4.4,4.4,Biological Sciences,99%,2.7,102,UC Irvine
96a602bc,2.7,2.7,Engineering,32%,3.7,70,UC Irvine
205f7579,2.2,2.2,Computer Science,29%,3.8,67,UC Irvine
77bba43f,4.1,4.1,Mathematics,82%,2.7,66,UC Irvine
5bc4183e,3.2,3.2,Biological Sciences,54%,3.8,45,UC Irvine
e671b82a,3.6,3.6,Art History,58%,3.3,32,UC Irvine
09cb265e,3.6,3.6,Computer Science,67%,3.1,27,UC Irvine
875af50d,4.2,4.2,Sociology,81%,2.2,26,UC Irvine
ff3f9cb2,2.9,2.9,Mechanical Engineering,36%,3.5,20,UC Irvine
6f0df6e0,3.4,3.4,Engineering,56%,3.3,19,UC Irvine
cadf240d,1.6,1.6,Biological Sciences,18%,4.6,17,UC Irvine
fa290a9e,1.9,1.9,Biomedical,23%,3.6,10,UC Irvine
a4d60bf8,4.9,4.9,English,90%,3.2,10,UC Irvine
918c7dad,4.2,4.2,Biomedical,80%,3,5,UC Irvine
40d890c0,3.8,3.8,Physics & Astronomy,25%,2.8,4,UC Irvine
00893326,3.5,3.5,Biology,50%,3,2,UC Irvine
99254b47,2.2,2.2,Computer Science,32%,4,410,UC Irvine
a8f87ab5,1.9,1.9,Computer Science,25%,3.7,383,UC Irvine
244a687e,3.1,3.1,Biological Sciences,40%,4.2,300,UC Irvine
134f6240,2.6,2.6,Computer Science,37%,3.9,262,UC Irvine
b6fce677,4.0,4.0,Psychology & Social Behavior,81%,2.8,229,UC Irvine
f31a1b10,4.5,4.5,Political Science,88%,2.2,127,UC Irvine
2e5cbd04,2.8,2.8,Informatics,42%,4,93,UC Irvine
abd0a830,1.8,1.8,Physics,13%,4.3,77,UC Irvine
38272120,4.6,4.6,English,91%,3,74,UC Irvine
3a63d85b,3.3,3.3,Mathematics,59%,3.4,58,UC Irvine
ddad245d,3.8,3.8,Asian Studies,77%,2.4,58,UC Irvine
6d6a0435,3.3,3.3,Chemistry,41%,2.8,45,UC Irvine
92b9f48c,1.9,1.9,Social Science,21%,4,39,UC Irvine
25158317,4.7,4.7,Psychology & Social Behavior,95%,3,18,UC Irvine
bdf29785,4.0,4.0,Psychology & Social Behavior,79%,2.6,14,UC Irvine
3635fabc,4.9,4.9,Asian Studies,100%,1.6,14,UC Irvine
786b8f69,3.4,3.4,Chemistry,59%,3.3,12,UC Irvine
1801c44e,3.7,3.7,Computer Science,70%,3.4,10,UC Irvine
25a16ff4,3.7,3.7,Anthropology,67%,2.2,6,UC Irvine
3fad1db1,3.0,3.0,Comparative Literature,34%,2.7,3,UC Irvine
c38e53ce,5.0,5.0,Humanities,100%,2,1,UC Irvine
31cc2dc4,4.2,4.2,Computer Science,79%,3.7,333,UC Irvine
45976d12,3.1,3.1,Computer Science,53%,4.4,260,UC Irvine
9e6eed1c,3.5,3.5,Biology,52%,2.9,136,UC Irvine
d4063124,1.5,1.5,Computer Science,13%,4.6,112,UC Irvine
33efa01d,4.9,4.9,Biomedical,100%,1.2,47,UC Irvine
49b9844d,3.4,3.4,Biological Sciences,57%,3.6,46,UC Irvine
716b976a,3.6,3.6,Film,39%,3.1,44,UC Irvine
